	diff.btw	diff.btw	diff.win	diff.win	effect	effect	label	label	overlap	overlap	rab.all	rab.all	rab.sample.B121	rab.sample.B122	rab.sample.B123	rab.sample.B124	rab.sample.B125	rab.sample.B126	rab.sample.B127	rab.sample.B128	rab.sample.B137	rab.sample.B138	rab.sample.B139	rab.sample.B140	rab.sample.B141	rab.sample.B142	rab.sample.B143	rab.sample.B144	rab.sample.B169	rab.sample.B170	rab.sample.B171	rab.sample.B172	rab.sample.B173	rab.sample.B174	rab.sample.B175	rab.sample.B176	rab.sample.B184	rab.sample.B185	rab.sample.B186	rab.sample.B187	rab.sample.B188	rab.sample.B189	rab.sample.B190	rab.sample.B191	rab.win.H	rab.win.RT	rab.win.trH	rab.win.trRT	we.eBH	we.eBH	we.ep	we.ep	wi.eBH	wi.eBH	wi.ep	wi.ep
Desulfovibrionaceae.other	-0.42859184559081204		0.837304295288682		-0.44039790774557597		Not significant		0.335282709580022		5.51325838244172																		5.8900878509407	4.5802424162574695	4.3784832366619	5.30573132308747	5.8570215470974505	6.03129954719238	5.08834257505458	4.64904196969361	4.94092800878237	5.77061198225746	5.56222407212074	5.43017620794675	5.853873235969731	6.331677090352679	5.343208021431691	5.55813631869616	5.2012325220538695	5.61341513904946			0.407639907488993		0.210628190120656		0.533718328026392		0.334975961538461	
Dubosiella	3.2544573621207005		2.14418296687005		1.1845883520037601		Not significant		0.128655232989306		5.291738074813781																		5.274382173881559	5.941778350129829	7.5154116293692805	5.8374593396105805	4.7057192589693795	5.4358110179738794	5.583574666103231	5.55620825414482	2.65418728839031	1.34148324137974	3.95382745968097	5.83217980538146	0.5239927062292771	2.21180142620116	5.433097360648791	0.625913029206307	5.60662449614581	2.46939941799336			0.064573027457194		0.00524726622452328		0.10232068482238302		0.0153020590520591	
Eggerthellaceae.other	-1.14716246443195	2.80020382700698	4.3681199290913	3.96588531526904	-0.22821874581265397	0.6244728257272321	Not significant	Not significant	0.388671912236219	0.201172022780767	-6.339689425392621	-3.02925055308178	-0.331016527912725	-0.387987232834144	-1.30422676058591	-1.62375062197166	-0.137561522881819	-6.8034880505153295	-6.52616564077181	-1.8783057311577902	-3.8028935066436897	-3.1714552176652497	-5.93023083629971	-7.05128396835942	-6.35568458180815	-7.134215353915019	-1.85157066507882	-3.1539108420696698	-7.03967454777212	-6.15965186634205	-6.13249786942738	-7.0497072720788205	-7.10279174478238	-7.820420564772871	-6.9755424818036795	-6.468001240129911	-7.1926029402478004	-6.70876106042004	-6.0638527943952205	-4.73175718955634	-7.16432737190956	-5.744083007183349	-5.67491343935005	-2.11178871424124	-6.805498922659429	-5.810068443836809	-1.43099832334645	-4.15318780521855	0.599603857027182	0.46696995980366995	0.45821014567139	0.16721966994131102	0.627621277948815	0.289355177359405	0.49291351010101	0.0562852078477078
Eisenbergiella	-0.7966902706367379	3.94980227163675	4.56585654666989	6.77356262848412	-0.14059649941275001	0.49525205402031397	Not significant	Not significant	0.43750002018355494	0.27734383828817605	-5.26462682875266	-2.51258251944445	3.6330372036442995	-0.196418904072325	-7.22617927847924	1.1438253961401499	-5.91573735022924	-6.922887469511321	1.82443610122619	3.6887842442973597	-3.19328862405998	-2.08981304354566	-6.346571427064751	-8.13702089074789	-6.09427878828788	-0.974336000667392	-0.7841894185869042	-7.750656791026831	-7.4344821281187405	-5.64455211454858	-6.02902359648599	-6.82987670983389	-6.34458284133229	-1.0700391108785698	-6.36259881832271	-5.65804436775233	-6.75647876831274	-7.53825388595368	-6.43280897796481	-4.88096854536739	-2.87444730780585	-5.6950918657445095	-2.61271564014549	-3.3349746653961403	-5.86953596654267	-4.50593389461354	0.593062123235679	-3.5269233277143996	0.679804849342706	0.5611353895083779	0.5332251369485861	0.22924830962143897	0.6936015402129849	0.47473634259715997	0.5610431235431229	0.16701024669774697
Enterorhabdus	-2.21385859307916	-0.102903898101746	4.66827946734932	4.39530638664935	-0.46827315215573206	-0.0247064197028143	Not significant	Not significant	0.28849910690833597	0.490234378105589	-2.38728671129331	-7.00374314253325	-7.83809491483743	-5.76564809489078	-6.97597442921116	-6.469740005230251	-5.443179851423731	-7.12550159018803	-6.64710302620337	-8.293034785021629	-8.10220832753661	-8.6892504911396	-5.87553589879323	-7.40696811473684	-6.097269590631	-2.74455677922885	-8.14255079683254	-7.8693534840199995	-7.33444092863546	-1.01189536102017	-5.81005064649233	-1.0506045568937499	-7.37320664017774	-7.25409217627843	-6.60182660718655	-1.6591043581859402	-1.35280130344235	-3.1542386238643503	-6.387688469552491	-5.20668403734829	-1.20157090548224	0.259467944489734	-0.8059311233258081	-1.44855153167368	-4.92019866298475	-1.53698352189605	-6.916485535605481	-7.1022135871888	0.40193978393322793	0.766858249254725	0.21917158532600303	0.534069883688847	0.42279330113608005	0.7572249215127741	0.23334911616161602	0.553611839549339
Erysipelatoclostridium	0.7102391215329019	0.7475268326902579	2.52293378101842	3.7084505740020197	0.259969863998565	0.151115999735232	Not significant	Not significant	0.384765663686849	0.44335939323960705	2.56200848101131	0.5819766750592751	3.42343578800707	1.8107984642999801	0.13538113149925	2.2166922319182403	0.970627200927092	2.04300248460604	-6.7110818850955996	-2.05006871232227	0.222445054219224	-1.17190551484325	4.32976101535032	-0.16642452309042902	2.70889138951537	-1.1468157155294498	-2.2394744838925202	1.03161189510657	2.1378775146035003	4.24711887749487	3.33522630805694	0.717214117549141	4.20890773210561	0.669904566285641	3.18870033552104	3.22542128500094	2.79211075533867	1.89382951412615	2.08393647029248	4.22407208023577	-1.2469149795771202	2.1968656259639903	4.11064364578344	-0.663367615479986	3.15197978428825	2.17508046238895	1.4763475264465902	0.00281065927596202	0.5849666012194561	0.924507215187563	0.389614167738318	0.826264859073304	0.6271940606395661	0.9036562391924441	0.44576655982906	0.770379273504273
Erysipelotrichaceae.other	0.0447509006003015	0.6434972636544088	1.8638425081663301	1.63239601926879	0.0258827960431445	0.337751469819063	Not significant	Not significant	0.49317739007503203	0.373046918138304	1.57824984616277	1.64515878872695	2.08482125978608	2.85957274746879	1.28242951158884	1.70610038117747	2.66637485177885	1.8410841488665102	1.64427417608069	0.6176698567483211	0.6666888780795799	-0.6968491967606129	3.92306521620286	0.406650769879796	2.3190614530019302	2.81048776092591	1.4251960262786103	0.170403735477755	0.0606656419264313	0.509736445334671	2.61430406656979	3.02912783656445	-0.388801768187491	1.5277831232282901	3.10505374921743	2.33205250565527	1.83886797368363	1.6702065267486998	1.45195335135225	3.6686807180174603	1.4242132825249099	1.30574526666818	0.502405676802412	1.53839786097467	1.9012390549659899	1.53077622022968	1.81923940809033	1.06333921006819	0.9001276241160691	0.76915279625845	0.846335862049102	0.488575809757769	0.934677013695817	0.7414124383500479	0.898310023310023	0.456293706293706
Escherichia.Shigella	3.2140310978578697		4.821917464382389		0.562652762900153		Not significant		0.25731004205393804		-4.59889037837758																		-2.15114669182515	-5.4787787718661605	-5.9885495271558	-1.6046107657304498	-2.6809724495961698	-2.16326173392579	-1.4847414886653998	-6.13408940308939	-6.75580762217751	-7.01718765879699	-5.92371598074422	0.33760645751275803	-7.191256654600751	-5.882061770566371	-5.79647123494449	-8.72414538882946	-2.5749912446651404	-6.305015855104821			0.401166398149055		0.234959936416483		0.34853693183725604		0.17299679487179503	
Faecalibaculum	-1.5677776195961397	1.59132766789502	5.75353571821864	2.90986718742473	-0.253398605923565	0.44179105379804606	Not significant	Not significant	0.378906290893187	0.306042957286198	-0.21768167818314701	2.31305142625455	-1.93383818173871	4.04787997629211	1.85423130128342	3.01869177259651	6.268541095790829	5.8549609788508095	3.8895205589660495	1.98314894491079	1.40197681798222	2.38933930273996	4.08446700188739	0.8417659839367171	4.34777935397005	-0.22423743569986399	1.17440590702596	2.21312004495119	-7.3234515623538305	-5.5727649578127005	0.785664844318153	-0.09680522432281699	2.58776029754685	0.978778780622126	-0.8920021520163991	-0.6552241227158729	1.38288070946948	-0.670268891508639	3.5878307674928998	5.84024976463545	-2.00076300515937	-6.2953333384337	3.25416977582367	-2.55703320589669	-0.256749826054728	0.585135267883261	3.51905602031187	1.81570681496685	0.612528923377847	0.6992585114772111	0.4349417886057311	0.335498520667723	0.6735416392474599	0.606642851549014	0.49840957653457596	0.27629176379176396
Family_XIII.other	0.969692702465322	0.11061162726473801	2.14138804330354	1.30645464234945	0.405495540018031	0.0885508453185049	Not significant	Not significant	0.31054694532145194	0.46679688560172605	0.384098375626091	-0.7819450620183921	-0.9956702947182869	-0.631918912996829	-0.344067338220464	-1.14055328972796	0.631574238985833	-1.5336352196254501	0.595384096939672	-1.0922927880577902	-0.8014818517442299	-2.76335430002589	0.41287255954097496	-1.21981870737976	0.329346156814919	-0.7430272448886099	-0.970024796592547	-0.808283105519692	1.0534627528	2.53231956481216	0.37766072289372704	0.8177775509823451	0.8311481627677021	-1.05335828796438	1.29166055183895	0.15151817187840197	0.164194903549979	-0.254708644750822	-4.1717973694868205	1.80010395976374	-1.19037961002965	-0.404485692282976	2.18736888547782	-0.636716679594478	0.8157144039232959	-0.28615998763301	-0.7249088518377229	-0.809853136492611	0.42572136996727705	0.804447022899439	0.218336324018953	0.571746576712318	0.433790760874378	0.844537741407399	0.22497329059829102	0.6864801864801859
Family_XIII_AD3011_group	0.72378047911084	-0.244139429820566	1.31346890277181	3.63009254901263	0.5542489042658431	-0.0557884574034344	Not significant	Not significant	0.289062581573385	0.48148148735347895	0.41862831319003	-1.71067456809156	-1.74926702909299	-5.787270028500839	-6.79504457810542	-0.359009711804758	-0.260070938557975	-0.5977315338286411	-1.3981958283928502	-3.90631595863317	-2.55282198894559	-5.08688398165045	0.891954671156145	-2.5613074854507203	-5.856317896225519	-0.266040994605921	-1.4630644302888998	-0.904849706765757	0.743904225954369	0.49818043596207895	0.8428047066282449	0.326845429483627	0.36683924625904607	-0.688911351442796	1.2373093313763799	1.1159081933986201	0.632542093520826	0.38845540928385996	-1.5310914754578302	0.549202525661022	-1.1845084619543702	-0.966262882698507	1.1957526795829099	-0.718512806989723	0.6362128410923691	-0.141029040345204	-1.62200820760676	-1.91195543740094	0.330418045175769	0.86479422534573	0.139896268312018	0.687766768408428	0.393414671754872	0.9361823596116801	0.20174339549339498	0.853615481740482
Family_XIII_UCG.001	-0.749716580572938	0.332907562880092	4.3417037718291	2.3205491616069702	-0.156172759022526	0.10561598418794801	Not significant	Not significant	0.395711535499906	0.42578127412503497	-2.61405633172427	-2.08453090143271	-0.725425453565146	-0.47769127802781397	-3.4195995751611603	-2.73558115676732	-1.18970970700097	-6.21906481542439	-1.4701148530216899	-2.9980129802354902	-3.32791176922787	-2.24003003220514	-2.2156507912595003	-1.4084596543414598	-5.8931187471427595	-1.27554374184212	-2.55241262978008	-1.4424586360869398	-1.6578953424361598	-2.53961482037911	-5.991260152934379	-3.54592972693241	-6.788395672313321	-7.36401403637432	-1.8284417162849	-1.13979518545673	-1.42943881643733	-3.0387037813412303	-1.3283959002805001	-5.5134659389064	-0.8721237253636609	-6.143529613363531	-5.4949476688046905	-0.9663466198382309	-3.0749625100773996	-2.16550044818174	-1.92816192788704	-2.16385929006517	0.69242613621031	0.86401597574773	0.550474358370458	0.6959823412559971	0.6759206348291011	0.85819935317146	0.5287223193473191	0.701129079254079
Flavonifractor	-0.825240117071715	-2.4447087615322096	5.1565506388202405	4.22391011637508	-0.128450877674658	-0.497864243830685	Not significant	Not significant	0.44335939323960705	0.27290457403104895	-5.00637385194445	-2.06693327013383	-1.8565458126502	-5.728370586722139	-7.06668087349183	-6.2861008010860395	-5.879973516808129	-1.366888296884	-6.93382991622596	-0.9512579346911091	-1.6980750764651	-1.78798897021279	0.0621612986481601	-2.9265085213895805	-0.134176283958542	-7.2063357046457	-1.3121017831066202	-1.9273585215826898	-7.16210500330485	-2.08282938036821	-5.6965515886586	-6.86351304938701	-0.959151810899995	-6.95479479617599	-6.45694627408303	-6.20173815678214	-6.992839005068	-2.12654323470088	-6.82181027834931	-5.34601806535293	-2.8841584592248797	-5.909105647346441	-6.740505348409599	-0.887331819444337	-5.56326886150536	-4.410799477016139	-4.686145708257469	-1.6813674717584601	0.7260836753413821	0.471437759430439	0.599247132994553	0.14642051954035	0.764836561180655	0.458013495846097	0.6568291083916079	0.155271464646465
GCA.900066225	-0.20199860554136603	-0.0148981602345382	2.9244105526824202	3.24127869038577	-0.0446088175243449	-0.0035788791381768104	Not significant	Not significant	0.44444446225616796	0.49707602431773	-0.167545385026954	-0.447545568252296	-0.386498132182038	-6.34706672757234	-0.146555898606194	-1.24217152990803	-0.593740610932635	-0.667825060763348	-0.0294161307528604	-0.307283566820972	-0.18735981705117102	0.796996642977612	-6.28825826024865	-0.151142897980288	-5.829228476964741	-1.1276243913451598	-0.25468429000852	-0.35266528568395006	0.22491759824013602	-5.53270287346321	-6.190211544451199	0.0713634085083612	0.0669096347796536	-0.572551602726998	1.21140933554641	-0.45170821365813	0.44165409148127205	1.20047635130509	-0.426281541725525	-5.40720963886715	0.29546055123618603	-1.2788078867434198	-0.386931013506145	0.0561979453952945	-0.233102990979568	-0.0903787882664941	-0.490292046015471	-0.395654911642154	0.726268786496076	0.840072319099694	0.588119748675706	0.640005997475814	0.8261006489519979	0.8944823631221609	0.7375728438228442	0.7583843240093242
GCA.900066575	-0.266877599302547	0.8018654174550842	1.27815688294478	1.02913289392493	-0.21118445741404898	0.770651226123615	Not significant	Not significant	0.41715402307532706	0.195312654068659	2.7949297592989	1.6567879709684	1.24014563239756	2.57778824909972	2.1718426466071903	2.18371140653796	1.7866757996168798	3.0687804301822204	1.82994048579425	1.65290204854415	0.846487063970899	2.5368162643949197	1.054540968238	1.3973392763856798	-0.23937810014569302	1.88309753953345	1.08805272269081	1.25806020686155	1.85867554990311	2.7696891717437797	2.5988724209398297	1.2915349767712399	4.50522863524173	3.7715096747202	2.9344547686603	1.66995977465682	2.5152694902839303	3.4375050639150797	2.8491460986330597	3.0841091315116604	2.0012155540588896	3.1767223432767997	3.34722511282899	1.87672127045695	2.67068655749647	2.9419375699155097	1.99968544865956	1.21204971252862	0.8559228544659979	0.31766510267447495	0.772238728313145	0.0519540461353028	0.790384050370636	0.288119464704489	0.6824592074592071	0.0545442404817405
Gastranaerophilales.other	-0.6829329828571801	-1.03176024972664	1.3596673550474598	7.97358932164304	-0.539844134188485	-0.141592843409173	Not significant	Not significant	0.22807029771231802	0.41520470600837395	3.90862434982526	-6.02364967358832	1.36481839758641	-5.993085694455429	-7.0907404343532	-6.22373502546732	-5.93664178077507	-6.77205834479959	-6.03325173563341	-8.03931266461632	-7.8465337114886395	-8.307949926532089	-6.77350275435285	-7.7772834107050395	2.0020329329939197	2.03802618549342	0.386140066775932	-7.892540442785981	2.12721583096747	4.22951154888453	3.63564516387681	3.6008436567033195	5.007165520130759	3.7058960351369703	3.38244944983457	3.4715192796143697	6.02055326615955	4.29076708856399	3.03966378373452	5.22071902054451	3.9873823307397096	3.99869308671448	5.410935345114241	3.87908714530043	3.6257653559936402	4.218790137914859	-6.051122172012611	-6.00770643799745	0.276265208553248	0.7788094094723271	0.0929277735019891	0.5373639746416811	0.26329413897989	0.81163746327546	0.0917577214452214	0.638687354312354
Harryflintia	-0.734551591646004	-1.08522151162681	6.16253739308805	5.36494134239583	-0.115139933299454	-0.19536653079844396	Not significant	Not significant	0.393762218466909	0.43750002018355494	0.0887549320101311	-2.4703441183073798	0.041242278317112004	-5.49658423112371	0.574925964994073	-6.29178473859463	-6.27158888094365	-6.2432482481625495	-7.3803027361540305	-0.261392141728286	-0.747980099425545	-0.29622491251516303	-6.288443658953379	-1.50887005123475	-6.044652162316519	-3.1863010308413195	-0.728362861645941	-2.22118718915034	0.44464779395704707	-1.82375679075716	-5.8964374230595995	1.02923285777532	-6.9079244413374195	0.45161007213647997	0.49378322152168796	-5.9856161348939905	1.02270884815862	1.33217131961498	-6.233613823881309	-5.46770620489996	0.5850401075184761	-5.63082256338414	1.57926903425961	-0.0406664180784562	-0.430712852552543	0.30576567019871503	-4.38434960900298	-1.8337355842463703	0.7903552329532171	0.7482991584465609	0.6750285489869201	0.470275130702635	0.702288227192483	0.892199553869545	0.55583479020979	0.75251554001554
Herbinix	-2.07005033671663		6.14024718005003		-0.32866813410522805		Not significant		0.40820315519931605		-4.34113717120538																		0.611007976263943	-5.60862124363866	-6.068713115380549	-6.52229923378341	1.14472705147809	-7.67148176160314	-6.34003468827137	-5.61532976583465	-6.97069749287795	-0.41915168667171904	-0.528836255219036	-5.21549943522088	0.6588551615541899	-5.61816010275352	-6.02099684503242	-0.421089465192495	-5.28521783099826	-1.3806200092113101			0.620837104036028		0.457797070803029		0.708417548430022		0.5788765054390049	
Hydrogenoanaerobacterium	-1.02467919459604	-0.683800460193229	6.860161594271519	1.4121914366219899	-0.152715895487673	-0.199821735498782	Not significant	Not significant	0.40740743776829796	0.302144323796076	-5.206880880575981	0.41231938075629204	-0.49247549491053605	-6.175056319277759	-0.27350792415749	0.8176547790635659	0.608417130405318	0.7411209601226271	-0.35286434517265297	-0.37996075948393004	0.48210197503514707	0.653747779412204	0.24041958289727802	1.3380303688003201	-5.73014503351034	0.474874943084307	0.6505380937373489	1.5096076188116898	-0.43060953442151795	-5.66012505995754	-6.74994960400699	-0.348945270128168	-6.99640491874784	-7.5841941136687	-6.30841748025995	-6.06815654354635	-6.649064524592791	0.288400899453968	0.665416128467534	-5.29046542061411	-7.21923122562544	1.4110153293118	-6.4690491930804805	-8.69596649920553	-5.37825057198877	-5.01751102767599	-0.153739463601325	0.5931799710752199	0.7321941828682991	0.8374758413215629	0.5995334289058729	0.6208720047359	0.724317766664284	0.529113545839287	0.5952955031080029	0.213699494949495
Intestinimonas	-0.587799615530399	0.684377560049787	1.09788780693171	0.74884825200917	-0.47545645735678205	0.8692819831819879	Not significant	Not significant	0.308593821294109	0.17773455024556	3.46366218074667	2.8348216059777895	3.02770358358971	2.91406949024595	3.47003942583479	3.25674385227009	3.0918338580584503	2.06362652475034	3.66046949775874	3.19816032511413	1.78887243315051	2.6082413059068	2.84376332633385	3.15981086169205	2.15090351892756	2.58443344104647	2.46265182415413	1.6420039757453602	1.8963900146502901	2.7355023150612	2.2203270762265603	3.3675767402101298	4.19630998602919	3.29354259584101	4.06957945950702	2.8416497805708	3.7244209028324198	4.04623728126151	2.8891675492747004	2.53591771721117	4.3196795342703505	3.6395426165834	3.6207032910053902	4.17567680624053	3.11199528940433	3.7704904536838595	3.16751446351418	2.48986379925331	0.37918797117515207	0.246575996215654	0.17837233655076298	0.034063424351428	0.41236417293726296	0.227354190971232	0.21117545648795602	0.0327505827505827
Lachnoclostridium	-0.6350019594133829	-0.38756585154793605	0.963919160528477	1.0532883231297299	-0.649171905099692	-0.334350912256599	Not significant	Not significant	0.226562624011572	0.359375048543257	3.2019348889176897	4.43474175592173	2.3252572804019103	4.72791247365222	4.198278562728721	4.42329688677492	4.233016234164411	5.3092758076923605	3.90439377547787	3.9885721351684302	5.10149408710313	4.71862726807363	3.84720057594638	4.641879041075629	5.066225620922991	4.78100511975132	3.19430253139328	4.33913542121724	3.07412396003331	2.67309657887188	2.90004962574471	2.8820120160493796	2.99978067179002	3.42086406321935	2.69686038921562	3.4832895926324703	3.2344006256912405	3.37952440653893	3.8175158416611006	2.73438167198219	4.88237968416474	5.3389934831959405	2.8418853432021702	4.4601414004389195	3.00949413505164	3.6033378531029903	4.222564099279911	4.650574431720191	0.225065061452427	0.755394784502378	0.061846356366219	0.43143022636022604	0.277598734134925	0.7119194137723841	0.10749562937062901	0.4135270979020979
Lachnospiraceae.other	-0.106441944116884	0.0735214425527371	0.7243674452216479	0.9430689948999991	-0.10597956352932401	0.0508675113533252	Not significant	Not significant	0.45898438812683	0.474609383092319	5.924849680754	5.85755851667491	4.04425253711003	6.26190323061164	5.812051801025389	5.14566919074276	6.488839738072599	7.37556852475121	5.93162289070179	5.73977324118071	5.95168680665233	6.419027565121829	5.864704830422781	6.30111605750858	5.5957992557219995	5.682830012063509	5.67359627342518	5.4252739394809195	6.42295864280575	7.2086679465175	4.96264107568083	5.257423829394329	5.56709489279093	5.94788471633465	6.239777815885089	5.6408464956627595	5.81725351419235	5.96075219286068	5.599554659415519	5.51619492208872	6.32841472943539	5.96294755977833	6.0488645299969805	6.057014913780769	5.8466225812563	5.95054608555837	5.90330311593647	5.83546851331594	0.885038268129525	0.936883728176226	0.818690632486584	0.8559489656858019	0.840630052372527	0.9083104620883021	0.759809634809635	0.785983634421134
Lachnospiraceae_FCS020_group	-1.7891320133109299	-0.535443855200224	2.4840485500176497	3.7578655288721503	-0.60301069562722	-0.12203629340854699	Not significant	Not significant	0.24561414377260202	0.40545812071559295	0.037133435048875	-0.5386236500810611	-0.9784491935325849	1.60514471289886	-0.083185912316182	-1.89894224016582	-5.6854557109338995	0.015810743297771	-0.82786403905855	-2.46808944281118	0.865468424740818	-0.647797190058281	-6.846287839118401	1.2959308998009098	-5.82450405236837	0.262560755179785	-0.513573446769378	0.650052039462333	-0.0974557864815653	0.265546154636328	-5.762619483941309	-1.62392444448315	0.230426514880367	0.153717026182108	-0.199133543689031	-0.671449151771097	-0.958128873013654	-0.20548838378146103	2.2892070202848	1.93266379257694	1.9154778834867099	2.8786613965187002	-2.0283350452163202	1.4418732517166	-0.17930273693086	1.60630077665723	-0.9068168406280992	-0.045012154385689	0.274420490812943	0.8954317964169051	0.0941327412399287	0.750059883016662	0.304982211437191	0.8150137751250841	0.11600135975136	0.569843871406371
Lachnospiraceae_NK4A136_group	-0.716388751394745	0.47482622394315005	0.864704890766315	0.925528489784145	-0.7635255015726741	0.431390010735465	Not significant	Not significant	0.20077987470929998	0.278752523763283	6.36744571511814	7.021628963950441	4.8270527870617	7.69950346121245	7.58226109636642	7.01106665502414	6.85169975147143	8.09957158665417	7.05002985373459	7.16021078202233	7.14937431300613	7.16587708404558	7.087905090944741	6.889588153028241	6.46277847551022	6.80229575044155	5.868108358228519	6.018731716832	6.53806916959409	5.918302359466191	6.8817196020707	5.6277917296121105	5.43911759680993	5.937905023693499	5.8301388048076905	6.18601681221929	6.47111327052267	7.2466916057480395	6.748730332088019	7.07740363733197	6.534042188650191	8.27225370574559	5.83126068764316	6.24159169354005	5.961470356418411	6.66927918232914	7.1808949800805095	6.84681077950865	0.18095632187926103	0.728346765287425	0.0383294604529504	0.40700135878602295	0.17272689070124403	0.498763799821195	0.0400398212898213	0.19059343434343398
Lachnospiraceae_UCG.001	0.87271268551998	0.24517145528416298	1.3476491122091898	3.4581161664995803	0.5997037244642629	0.0513287840688847	Not significant	Not significant	0.296875077334827	0.4550781393964671	3.5587296974457403	2.03658543947259	4.27678232875798	0.980708830083842	2.16920641287703	1.78494659236989	4.96327908961785	2.50539627596665	-0.9245600354310559	1.9959319775192201	4.5131992508233205	4.74089703143471	-1.1485363157779298	-7.627838992653801	2.0872603994474597	3.0092906792946694	-0.268953181647011	1.84711854130191	5.58216060861946	4.66070797938125	4.5816761907901205	3.4712519444402496	4.455137805065299	3.8122971282107097	2.31384351955318	1.8644010299666598	3.0548921765567303	2.77619134554033	2.38756653483027	2.9638921044709505	3.83183836689564	2.5282799822779904	3.8140859402540697	3.6542834250244396	4.11475204293882	3.0474979830061604	2.09642264868104	1.9442565230110902	0.39206294883800896	0.7483344722136942	0.18488494811565398	0.427284924871329	0.414401390333586	0.89589660172497	0.20522411616161604	0.7543815559440559
Lachnospiraceae_UCG.002		0.427888154740814		5.62672644513841		0.0673631169062952		Not significant		0.46679688560172605		-4.7574851202447	-7.475342039628139	-5.9667973343037595	-2.65595436285034	-6.5830785908003495	-5.576384931515911	-6.53202537714201	-0.786881942887013	-0.457470824882933	-2.09625631876784	-1.4174067072700802	-5.7591886692015	-1.21247546825753	-5.97822517821465	-7.36441387562561	-8.18977360509884	-7.692632152378369																			-4.54858131459022	-5.02676970839338		0.8175188809838392		0.599773555377945		0.851772850078991		0.675921474358974
Lachnospiraceae_UCG.004	-4.047358022957	-0.8452288281134079	4.59398780852492	4.2781233169894	-0.796428817355555	-0.18875232363658498	Not significant	Not significant	0.158203328967884	0.38206631634713395	-2.68160576139391	-2.4335623197673	-3.02688989556142	-6.132198144550951	-2.91475160783112	-6.413975882602809	-1.2740856048491398	-0.325822843903543	-6.24502829862679	-1.8606558319905	-0.22527151808808601	0.17488222418674	-6.5097709930501795	-1.14572685892823	-2.09177426187058	-7.11664890191026	-2.41141473715327	-2.42262477778277	-1.51897782592915	-6.012163434885941	-5.61924626340889	-6.457195810020631	-7.033395857549619	-2.0099097974307703	-6.94235675533972	-6.491201096528901	-1.12796996002959	-1.52113348573084	-0.48433017781893106	-5.1980205951328	0.543227930507332	0.47841123144735204	-5.896732166244201	0.34897536909286603	-5.491998811153341	-0.775506502877189	-2.8907411737240998	-2.1231372768144	0.198162685124153	0.800802316948491	0.0672230748610789	0.5620649817728871	0.13941587219421697	0.764416618066639	0.0335664335664336	0.5055422008547009
Lachnospiraceae_UCG.006	-0.581819464209384	-0.11650827810476198	2.89059450251263	1.27014026977584	-0.179330852221696	-0.0797742856466075	Not significant	Not significant	0.350877244812951	0.453125015033269	-0.212088061323601	0.61350482625318	-1.05777002531917	0.129963307527768	0.24990057341783498	0.6679971879452371	1.32687404472955	1.4827035113208002	0.7077334724437719	-1.0739779010650699	1.00201480358255	-1.20503195930843	0.8487130823042349	0.918633571539146	0.0979557533410702	0.804073699959601	0.243265252777407	1.00094971044131	-0.46846829049401	-6.0325648060359205	-1.13192153367846	0.147272355473874	0.0850271767186275	-0.0595567977086855	-0.0660438035674646	-6.67787231314643	-0.52562766970407	0.0589055891543913	-0.18485343185001102	-5.32438892885822	1.2404812906424199	-0.9315930334183359	0.29303303063622105	0.732060009832592	-0.34631649277996396	-0.0518735957581917	0.45588651338884795	0.743530753300741	0.60886924213389	0.8793875179096999	0.43530657509607107	0.7151821219621509	0.5728580508154301	0.880383032958196	0.39384712509712505	0.7319881507381509
Lachnospiraceae_UCG.010	-2.2976686750178197	1.04366481587625	5.05337503891679	3.6622796195450498	-0.3976570530903111	0.221064880419995	Not significant	Not significant	0.31250006935799296	0.35742192433600106	-4.9450694643318895	-2.8562085514427	-1.9729430481356298	-5.35498263880052	-2.19247727406273	-2.06607647357858	-1.7395169758178002	-6.47142322229959	-2.60406503558682	-2.20925571532271	-3.0007331853538597	-8.634664746694611	-1.4019706853990301	-1.34237881053352	-5.62285469302303	-7.43377583070135	-4.02702277765276	-3.34564138290172	-6.878768082750349	-6.1589020489663895	-6.10739004020481	-7.0804009396155	-7.30267033131058	-1.75757378564917	-6.717004832748691	-5.93234854328096	-6.966532145517651	-1.09179347653405	-2.59243859758427	-5.1976734293669296	-7.223706876551911	-5.27055361733001	-1.6535432812713302	-1.7574508089783099	-6.09524634308532	-3.2326233982324704	-2.37734053861883	-3.60718117569263	0.491548897675747	0.719070135994232	0.335505341571254	0.4321300255434001	0.445930018711272	0.7150671703628629	0.27386242229992197	0.44517531080031103
