"rab.all"	"rab.win.trH"	"rab.win.trRT"	"rab.sample.B121"	"rab.sample.B122"	"rab.sample.B123"	"rab.sample.B124"	"rab.sample.B125"	"rab.sample.B126"	"rab.sample.B127"	"rab.sample.B128"	"rab.sample.B137"	"rab.sample.B138"	"rab.sample.B139"	"rab.sample.B140"	"rab.sample.B141"	"rab.sample.B142"	"rab.sample.B143"	"rab.sample.B144"	"diff.btw"	"diff.win"	"effect"	"overlap"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"label"
"Odoribacter"	2.78904420054908	1.30222661312403	3.91710590608025	0.453876356927043	1.1889676151806	3.85678075427705	-0.168795638379889	3.74627118203592	1.35613155418506	2.08505162476588	1.02868000061555	2.56704371226508	2.95142572887396	5.38079632969906	4.36872757820528	5.12697537341344	3.25562367093548	1.95200327208543	4.58200366962746	-2.06115524250472	2.18049480237285	-1.05136675519025	0.140351113166477	0.0101763478829424	0.134033394685557	0.0135744463869464	0.159819830215919	"Not significant"
"Olsenella"	-6.53498397746601	-6.20597954552174	-6.91363632427997	-7.51627207744163	-6.41530376091214	-8.01313995781321	-6.41864182337383	-0.120509146934221	-2.42916186478907	-6.92094270186503	-8.10739514740216	-8.18114482376348	-3.47950930366816	-5.94303222475269	-7.8809473043739	-5.64138850585936	-7.72354967592917	-7.7117404102565	-7.92273318614077	1.01461963997344	5.33925964949383	0.185085339615592	0.419921901126253	0.470077015774331	0.732094353891584	0.519970134032634	0.742714418051156	"Not significant"
"Oscillibacter"	3.76225187154635	3.82717778598186	3.70266257967269	3.44446596952252	3.78945431560213	4.46506880252996	3.3793451636149	3.58574633554079	3.89215174290425	3.95936563716053	4.27177455839242	3.58367959203615	4.68379856468247	3.4853795088458	3.91079941475097	3.20004995953946	4.6139305678771	3.74697589589487	2.84462229064538	0.117096880394936	0.822973152984728	0.137833431928323	0.443359393239607	0.731664785875522	0.884239257510443	0.706604506604507	0.867228600567672	"Not significant"
"Parabacteroides"	3.23630171736383	4.04671613319241	2.20629745426252	3.76372013025873	4.33921456742144	2.80798668438225	4.43081516666781	4.39128216904829	4.11028964863906	3.99295063564175	2.06992331418247	2.0981322212816	2.24359480949797	3.90969479000646	1.87578583925787	3.72503090671775	2.52359389826682	2.04358124113436	1.4940431555107	1.62167786685209	1.30239680399867	1.0218720738706	0.148437721033501	0.0151645988184555	0.17551717378558	0.0220036907536908	0.192165755594937	"Not significant"
"Parasutterella"	4.52205851667226	5.27237205917193	3.82395008192487	3.96640115023105	6.70654190973936	4.25063010837391	5.37156159360942	6.8612898109091	6.06609884666424	5.14744163317183	3.70922147052607	2.96035341080737	3.75526115392312	6.47269454843633	3.66328956821837	6.11839744349213	3.71739409214447	3.73752143725352	4.72324926617336	0.753268685971349	1.91356899152975	0.483703963034011	0.267578219250319	0.190589903636919	0.574455443845564	0.150183323620824	0.467486692424809	"Not significant"
"Peptococcaceae.other"	0.874920751227704	1.27563701676779	0.455771477105048	0.625346782865522	1.10186082388025	1.68624673610255	1.40729817393267	0.468977433966637	1.67535331315452	1.60312847977756	1.1765339377643	1.02846820877173	0.918966940745868	-6.14033142554378	0.595448020623375	-0.214513843076665	0.822216187944639	0.2361358483187	0.274182135806146	0.815346272274331	0.895331831328713	0.762616643304076	0.130859632935921	0.122628381740981	0.478123583147306	0.0231048465423465	0.183068231313167	"Not significant"
"Phocea"	-6.79779689554581	-6.69553611696655	-6.98815409620542	-7.53134499719552	-5.71785400985146	-7.65055104196625	-6.35532408126522	-5.80004050629548	-6.25569012705012	-6.27279643057371	-7.99838823455652	-8.235542807306	-8.15966430153495	-6.19866107721304	-7.9096644378367	-5.99292747550352	-6.93101359945276	-2.15973404735777	-7.69730975398043	0.0392093074333584	4.57628662383646	0.0117863263009119	0.494140626862898	0.51675825551999	0.76546804707491	0.536820124320124	0.757481025940095	"Not significant"
"Prevotellaceae_UCG.001"	6.42362888160995	6.63477161330906	5.81910769223882	6.34243276030559	7.56894723841638	5.74204110417302	7.52828628383443	7.44178158642601	6.54140591559207	6.71996247113346	5.94515442261756	5.51248936067645	5.05238600363818	8.18715782028453	5.34950457666232	7.45796199334848	7.14309145088992	6.05538405353495	5.35530639958768	0.569108170539524	1.5325047645065	0.393193529863943	0.339843806733024	0.38172227346988	0.719499904167071	0.312014374514374	0.632650302846141	"Not significant"
"Rhodospirillales.other"	3.62057885443783	4.28373004285197	3.06029021320933	3.82823665755119	3.70144463529988	3.49526679647133	7.15311961447213	4.61754597691492	5.61130740513746	4.99434045623604	2.19704332803598	3.13910474907095	3.99121759419569	3.4281881309206	1.07165009127807	4.04130598581871	2.90328010450725	2.74106680437572	2.30146864959741	1.31804973070742	1.72344827980087	0.741367015745545	0.208577137806891	0.0387446649472686	0.28416608772488	0.0522605866355866	0.298854731473467	"Not significant"
"Rikenellaceae_RC9_gut_group"	4.75750683683281	4.20802415717753	5.05385617223736	5.33712626663463	5.83170087208794	3.95449711427333	4.09956296396028	5.28334489023245	3.72475135193445	4.25793733427517	3.30620807392076	3.80747421000744	4.17005862678761	6.7398141394384	5.05385617223736	6.57725109119759	6.2960794412749	4.35879438030506	5.05204494100922	-0.789652631887384	1.63711189967531	-0.463837417336959	0.298245690346043	0.162965616169548	0.537796041236114	0.213086392773893	0.538923203914728	"Not significant"
"Roseburia"	3.63888128021903	3.31207925682068	3.86923818756308	4.4982274396087	3.61988700469591	4.00531006932456	2.42826676888294	1.68315060540149	1.35471081572878	3.55032712280281	3.17119871400576	3.48460952355591	4.16622094901431	2.96349211483761	4.25900963207231	3.49936662956565	4.08738950548419	4.0026113544535	3.72260861889359	-0.581542743073843	1.1501596043139	-0.458434057335943	0.307992274045756	0.13123741251156	0.490548772452776	0.217658556721057	0.539671939121473	"Not significant"
"Ruminiclostridium"	3.31766900851745	3.47568608823771	3.14767570425048	3.33540799930802	3.43960308534408	3.56363856019989	3.59905763749907	2.58835907823934	1.76268168867918	3.77019638295925	4.23058902800477	3.04029733784652	3.3543016020362	2.03785619445557	3.59661748073549	2.67863564565446	3.99120061222613	2.11291267952619	3.24865798629385	0.295451496689837	1.08437897133433	0.248637352464815	0.36132817275589	0.484690087605016	0.765275592212629	0.39751723970474	0.687624750277297	"Not significant"
"Ruminiclostridium_5"	2.57746539915078	2.84953975655404	2.44918296305042	4.33758367507996	2.78751543091216	1.33382487048957	1.43168313876459	3.08226429189113	2.5068732702462	2.96620730321472	3.94824114248905	2.7295149778479	2.31523758943615	2.71221033670664	2.74714175712938	1.62853178862604	2.3057396684938	2.55506884922518	1.97222978031204	0.422374029649371	1.17669591519641	0.36827255439713	0.329434758978586	0.336077017812001	0.684207919284103	0.325626456876457	0.632013941716411	"Not significant"
"Ruminiclostridium_6"	3.60836514497069	3.81197388269732	3.34121087439169	3.29688573720792	3.91395360505534	4.06445769455733	3.6108315047991	3.58146063299176	4.61241156494322	4.94621648796753	3.1777793173807	3.8530932369887	3.33471199420625	3.39428211321096	4.29197069218027	3.79130089377138	-7.27664090657107	3.0528500181793	2.68919589695741	0.533070419201611	1.12701843846944	0.254506880138169	0.289062581573385	0.242828794621957	0.626982088682319	0.182950903263403	0.494601544990832	"Not significant"
"Ruminiclostridium_9"	3.76390284905922	3.9948917686866	3.57555393204442	3.34730873614355	4.37922754844744	4.26050393241129	3.79986310005834	3.51909251305197	3.73103180205321	4.15757042522854	4.58851504758154	3.38735091032783	3.91055040250176	3.21873614147976	4.16408886183993	2.93543456201709	3.7911768295717	3.71679209533864	3.08128359864918	0.446065917438817	0.707414155222731	0.61291464593918	0.25341140922124	0.0984145596168629	0.406767171861967	0.124082167832168	0.413536364836054	"Not significant"
"Ruminococcaceae.other"	3.29204888147016	3.7194298436077	2.60581304967906	3.6052492899499	3.92566043843973	3.80681497272239	3.48954264503569	3.11378180856159	3.29262480700622	4.10866199586797	4.52712912443224	2.18879607166731	2.88081921975605	2.59866032448611	2.43339838148586	3.60997988931972	3.29905497318143	2.56779191951372	2.00197305740619	1.07769082852757	0.767398254692447	1.31841107991377	0.0742192424605441	0.00261638463529439	0.0607368107184928	0.00529574592074592	0.0917075132736555	"Significant"
"Ruminococcaceae_NK4A214_group"	0.300787760707871	0.413050537319632	0.104545064864624	1.42693825899851	-5.54561553388173	0.699886518873757	0.030070904183086	-5.84282265223716	-0.901242346831521	0.81955916806962	0.85695208272254	-1.00556068481142	-1.83609461195622	-6.42981502817248	0.767407457429641	0.606162012414829	1.23536106467495	0.97150345407245	-0.288552751538568	-0.0265468124803556	3.36237192960318	-0.00573511237491023	0.489278755833123	0.730668495713684	0.885027876490406	0.840837461149961	0.929253176866764	"Not significant"
"Ruminococcaceae_UCG.002"	-4.88258121088764	-5.53370567693861	-4.16024896667424	-7.42695540474595	-6.01770965437023	-1.7774543186837	-7.1196273501733	-5.8567501727353	-6.58464201923076	-6.80871116040242	-2.23390652934503	-3.56915454022866	-3.63986787699862	-6.28722040860336	-1.78529985202745	-6.39130259488395	-7.32018075527067	-2.86003342937546	-7.55278844200479	-0.475059164675692	4.78928540685839	-0.0926942735157911	0.451171890671477	0.56953350496829	0.796144810836997	0.648596542346542	0.833048569189012	"Not significant"
"Ruminococcaceae_UCG.003"	-5.75373834797536	-6.88441841433691	-1.22075086974001	-7.5859869629684	-6.063652328288	-7.40350853807927	-5.93354892019683	-5.85240018412892	-6.08562211121743	-6.61906778531911	-7.99027803135893	-9.20866479096693	0.484610061795021	-5.73949098700497	0.31367824058252	-5.80134373556582	0.49452197392834	-7.84962188301691	-0.172757988021475	-4.60095715462393	5.84205331483185	-0.682788206894523	0.271484466822679	0.186696117063129	0.463342573961226	0.188130099067599	0.458224464088277	"Not significant"
"Ruminococcaceae_UCG.005"	0.55067982587545	0.878316851546751	-0.047950429826205	1.56753190336636	-0.487409786142861	1.20053043902247	0.173714922064015	0.131047156227886	1.0569565267617	0.870417280226192	0.99957755610887	-0.808717973254906	-0.535979238124856	0.583561268916664	-0.56459328313368	1.40566376535982	-0.619640214402942	0.432688539992378	0.963681726847762	0.644918413043858	1.20104659442708	0.524033995967517	0.286549790254862	0.190584588049602	0.542407570725449	0.207796717171717	0.512430307343996	"Not significant"
"Ruminococcaceae_UCG.009"	1.78180283585577	2.28664122563547	1.05461526696325	1.69697963826904	2.55879028004976	2.93991564618219	1.98942779481672	1.66532034778987	1.79227260114412	2.78425226942001	2.73109725554733	0.661484086632372	1.74168104913878	2.03468652888752	1.06992476747208	0.728811907556869	0.913041099647105	1.92787438967828	0.558734568243636	1.07280701484366	0.908842521210635	1.18550303977841	0.130604546034456	0.00572944962539882	0.095827103937833	0.0130803224553225	0.147534768371198	"Not significant"
"Ruminococcaceae_UCG.010"	0.690703431005913	0.183591909592221	1.17422419316208	-1.57844907344488	0.144035563788471	-1.05758233321345	0.64048761838475	2.09600825213383	1.14979117596464	0.257325410641396	-1.18448978141197	-0.914075963424474	-0.00173399526849938	2.05067221756366	1.41483232189989	1.53432190810543	0.979568887406546	0.732632491855212	1.66525876488206	-0.904962658256222	1.70451620374678	-0.508282565687033	0.275390714452518	0.165847748222621	0.530203773800945	0.182800359362859	0.50466121080404	"Not significant"
"Ruminococcaceae_UCG.013"	-3.46744091074634	-4.23105852413156	-2.51436291718779	-3.96436275185689	-6.72294501618699	-0.687860936220178	-7.35996642315654	-2.77637241633899	-6.88529061150478	-6.47709992056064	-1.37584400881255	-5.05501629343505	-1.75525527126327	2.1628965413908	-3.61159182091069	0.97839651733369	-4.91396110622623	-3.8847209724146	-1.86546749621416	-2.13116174268874	4.72006097054823	-0.40999748560765	0.321637491614619	0.166724374560655	0.525498460747366	0.283761897824398	0.592854755468596	"Not significant"
"Ruminococcaceae_UCG.014"	6.57935984434942	6.98784500209116	6.25738383105939	6.97734819401695	7.55945872465246	6.24355772759856	7.06784171855273	7.45839140089443	6.03097402730502	7.17892587819644	5.61369129421672	5.84997739802347	5.37096607204626	7.93374577951335	5.78531128382914	8.01536506141877	6.65410287346	5.76488108695391	6.48354104839091	0.420000539792706	1.24011570366548	0.336555388128133	0.38671878795957	0.551254447734729	0.799928007073154	0.506617861305361	0.781774535064291	"Not significant"
"Ruminococcus_1"	1.73049708262761	2.34684772332179	0.677198972038042	2.08865155935332	1.37724701474414	1.32164702620171	3.97569192032678	3.70405092318319	2.67918078604661	2.76457801824958	0.848322232990917	0.743892421214482	-0.339725637933567	3.64477314929717	-1.38097138744002	3.49834962328754	-1.0056485581594	0.584616561743549	1.8891356909477	1.61427616310852	2.24824452384324	0.613307031359078	0.25925935849588	0.11148815877916	0.476528805862889	0.117322261072261	0.432771441009829	"Not significant"
"Shuttleworthia"	-4.17050097648314	-3.2739138184351	-5.4031644735259	-8.21859171686611	-6.17431444094185	-7.34788297059958	-2.45899262629551	-5.45736676616771	-0.57245936448065	-2.2042640816058	-2.56335715848624	-8.31154618254876	-2.18386821222227	-6.84056212973041	-8.03075360747359	-5.7859647695454	-1.93893006037745	-2.64477192097634	-7.02347074363187	0.995478390775798	5.23906895853226	0.162621946128977	0.411306071882638	0.54091365399971	0.787584587527076	0.597143308080808	0.801723417405786	"Not significant"
"Tyzzerella"	-0.51803632394097	-0.0193141807448756	-0.959813520799394	-2.38525385279363	0.465965668711813	-0.457840667141704	-0.0251181075742002	-5.76599879136436	1.02552882642936	-0.0570848723439967	0.473234740834284	-0.517262168578116	0.466800672331567	0.106940738099579	-2.44407975321138	-1.17924927709469	-1.14523200987348	-1.31911617050989	-1.15074452611993	0.681571971005013	1.75355876553434	0.242345394893748	0.366471780421991	0.737127792901029	0.887883424349851	0.388332847707848	0.68687890117335	"Not significant"
"Tyzzerella_3"	-6.04192866234026	-7.08313375379419	-2.99445217574008	-7.96342064704859	-6.06056445197883	-7.96779779848849	-6.05291639564863	-5.83569006715005	-6.75307717983522	-6.63001000938592	-8.51432086813171	-8.20631094233463	-8.58930428992791	-6.02806730328209	0.542654703803697	-6.3919974918024	-0.980094100373794	-2.3398086246662	-1.04115568545773	-3.65864870856836	5.68765449133294	-0.616833378518344	0.263671971738184	0.205119605633596	0.479016500576102	0.200552398989899	0.469009808732743	"Not significant"
