Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
shHF3_metabat_35_sub	69.08	2.95	0.0	41	1	UID1293	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	37.5168288713	3.882332	3619	0.8493238084739999	shHF3
shHF3_metabat_36	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2158974117	2.590582	2312	0.882989999931	shHF3
shHF3_metabat_37	96.98	0.88	0.0	36	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.7448645107	2.638173	2142	0.8964927622259999	shHF3
shHF3_metabat_38	95.26	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.804692912	2.03551	1689	0.933963969718	shHF3
shHF3_metabat_41_sub	94.48	0.38	0.0	32	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.146734790699995	2.124844	1779	0.910651793732	shHF3
shHF3_metabat_44	96.05	0.17	66.67	42	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.8558790375	2.510799	2061	0.9284371230030001	shHF3
shHF3_metabat_45	78.11	0.0	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.635744867700005	2.040756	1777	0.901110666831	shHF3
shHF3_metabat_47	75.73	3.36	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.605149804099998	1.5271700000000001	1570	0.8780306056299999	shHF3
shHF3_metabat_48	69.82	0.38	0.0	35	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.720347817299995	1.5069	1333	0.918505541177	shHF3
shHF3_metabat_49	83.97	1.14	0.0	38	1	UID2142	k__Bacteria	p__Cyanobacteria	33.1489075947	1.7828099999999998	1887	0.9038719773839999	shHF3
shHF3_metabat_50	90.57	1.08	0.0	39	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.6982755259	1.668654	1713	0.8803328910609999	shHF3
shHF3_metabat_51	97.36	0.75	0.0	20	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0668252044	2.548365	2124	0.917126471286	shHF3
shHF3_metabat_52	80.93	0.69	0.0	34	1	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.93545640439999	2.043282	2002	0.8943533002299998	shHF3
shHF3_metabat_53	93.93	0.63	0.0	30	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	47.5267003677	2.181019	1964	0.923681086685	shHF3
shHF3_metabat_55	77.36	0.78	0.0	32	2	UID397	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	s__Lactobacillus_gasseri	33.9376532475	1.4928270000000001	1724	0.88262873059	shHF3
shHF3_metabat_58	84.66	0.38	0.0	23	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	49.306650135299996	1.822684	1728	0.909749029453	shHF3
shHC7_maxbin_002	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.7457248303	2.8864509999999997	2512	0.888310939628	shHC7
shHC7_maxbin_003	92.95	0.0	0.0	42	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.2168486708	1.969179	1640	0.876787737428	shHC7
shHC7_maxbin_004	88.87	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.7975321559	2.349367	1902	0.894738455082	shHC7
shHC7_maxbin_005	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.5149320245	2.267919	2105	0.897393160867	shHC7
shHC7_maxbin_008	97.91	1.83	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.774647808800005	3.5885550000000004	3307	0.8774966525519999	shHC7
shHC7_maxbin_009_sub	99.52	0.96	66.67	40	3	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.182618868999995	1.8771240000000002	1601	0.917688975262	shHC7
shHC7_maxbin_011	93.56	2.59	0.0	42	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.9747078896	4.601136	4274	0.905027584492	shHC7
shHC7_maxbin_013	96.64	0.0	0.0	43	0	UID1240	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	s__Ruminococcus_flavefaciens	46.3170474522	2.852522	2865	0.8754333884190001	shHC7
shHC7_metabat_01	95.58	0.72	50.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	65.3674564985	2.019878	1677	0.8886200057629999	shHC7
shHC7_metabat_12	98.64	1.15	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.1964036656	3.339943	3106	0.901629458946	shHC7
shHC7_metabat_15	98.33	0.0	0.0	43	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.6001926299	3.273196	2701	0.884053078398	shHC7
shHC7_metabat_17	56.01	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	44.2511339999	1.290785	1150	0.869217569154	shHC7
shHC7_metabat_19	95.28	0.77	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.229743300200006	2.161842	1862	0.921598803243	shHC7
shHC7_metabat_21	93.84	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.797836786800005	2.7167060000000003	2293	0.9031444698100001	shHC7
shHC7_metabat_22	98.46	0.48	0.0	40	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.8076377645	1.981434	1621	0.8548142405949999	shHC7
shHC7_metabat_23	58.93	0.57	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	45.1712934868	2.366568	2080	0.8949854810850001	shHC7
shHC7_metabat_27	96.58	1.79	0.0	40	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.7856999013	2.573714	2236	0.910279852385	shHC7
shHC7_metabat_28	80.49	0.38	0.0	30	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.2776485001	5.0282089999999995	4678	0.899691719258	shHC7
shHC7_metabat_31	97.2	0.16	0.0	43	0	UID1339	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	unresolved	44.7682716287	3.638201	3655	0.903814824964	shHC7
shHC7_metabat_33	73.83	4.66	10.0	40	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.896065825	1.563698	1666	0.8851792353769999	shHC7
shHC7_metabat_35	59.6	1.0	0.0	32	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	47.071915535600006	2.423822	2441	0.881353911302	shHC7
shHC7_metabat_36	78.23	0.85	0.0	39	0	UID2142	k__Bacteria	p__Cyanobacteria	33.1341323324	1.642779	1895	0.8982504646089999	shHC7
shHC7_metabat_37	73.01	0.22	0.0	37	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	40.559222487199996	1.62478	1637	0.876191853666	shHC7
shHC7_metabat_39	80.95	6.38	9.09	34	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.829661422200004	2.233445	2486	0.888512589296	shHC7
shHC7_metabat_40	58.63	1.45	0.0	24	0	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.6199317903	2.3763970000000003	2786	0.89873914165	shHC7
shHC7_metabat_42	48.82	0.0	0.0	24	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.45848421	1.176082	1229	0.931244590088	shHC7
shHC7_metabat_47	43.67	0.06	0.0	33	1	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	48.9976476606	0.894282	1067	0.8720437177529999	shHC7
shHF1_maxbin_004	88.24	0.0	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.772783045	2.304838	1858	0.893878441782	shHF1
shHF1_maxbin_006_sub	93.68	1.15	0.0	29	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.1307539253	3.7314019999999997	3577	0.9064582159739999	shHF1
shHF1_maxbin_007	98.08	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.190584488	2.094039	1765	0.8780070476240001	shHF1
shHF1_maxbin_008	99.52	1.44	66.67	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.1562923143	1.9462009999999998	1669	0.916516331047	shHF1
shHF1_maxbin_012	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.5891996187	2.18748	2010	0.8996246822830001	shHF1
shHF1_maxbin_026	97.97	1.01	50.0	43	0	UID1372	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	36.7874558196	3.8385589999999996	3511	0.8616499056029999	shHF1
shHF1_maxbin_027_sub	86.46	0.42	33.33	26	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.9166760444	2.257278	1795	0.901565956874	shHF1
shHF1_maxbin_033	90.37	9.68	0.0	42	1	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	48.3656661478	3.268471	3135	0.879180203832	shHF1
shHF1_metabat_01	99.46	0.0	0.0	41	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.6718452241	2.424566	2031	0.922268562704	shHF1
shHF1_metabat_02	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.667234299300006	2.682299	2259	0.884821192567	shHF1
shHF1_metabat_05	72.64	1.23	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	29.654827146	1.532641	1602	0.883400613712	shHF1
shHF1_metabat_08	97.1	0.96	50.0	32	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.6355377602	2.231099	1900	0.888797852538	shHF1
shHF1_metabat_10	97.36	0.08	100.0	42	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.26153205399999	2.170547	1822	0.923317486329	shHF1
shHF1_metabat_11	98.68	0.75	33.33	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.8433663996	2.615472	2102	0.8903524870460001	shHF1
shHF1_metabat_14_sub	7.92	0.0	0.0	23	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.2687082028	0.297717	287	0.9116677918960001	shHF1
shHF1_metabat_15	99.21	1.13	0.0	43	0	UID1339	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	unresolved	44.613747851499994	3.986081	3885	0.9049186406399999	shHF1
shHF1_metabat_16_sub	98.62	0.48	0.0	38	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.799119796499994	1.9581490000000001	1580	0.850476138435	shHF1
shHF1_metabat_17	97.92	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	54.0418547719	2.531052	2077	0.928539595394	shHF1
shHF1_metabat_18	96.79	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.036651548	2.674721	2176	0.904820727096	shHF1
shHF1_metabat_19	99.44	0.0	0.0	43	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.6030002997	3.2873050000000004	2698	0.882891304579	shHF1
shHF1_metabat_20	47.18	0.0	0.0	21	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.3110595192	1.304252	1085	0.895540892404	shHF1
shHF1_metabat_21	82.14	0.38	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.9688760004	3.30367	2709	0.897795179301	shHF1
shHF1_metabat_22	49.28	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	43.437280357700004	1.102953	990	0.871002662851	shHF1
shHF1_metabat_25	96.81	1.05	16.67	32	1	UID2663	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_uniformis	46.2445194532	3.891607	3409	0.8964607680069999	shHF1
shHF1_metabat_26	98.39	0.54	0.0	41	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.7090940606	2.631183	2188	0.912082511935	shHF1
shHF1_metabat_27	97.23	0.38	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.902334615	2.959802	2490	0.9119481641	shHF1
shHF1_metabat_28	98.66	1.68	0.0	43	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	32.2207323035	3.722811	3391	0.8732522279539999	shHF1
shHF1_metabat_31	98.67	0.69	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.4417645663	2.743821	2277	0.8967625803579999	shHF1
shHF1_metabat_33_sub	97.59	2.59	0.0	42	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	37.7223588617	4.639562000000001	4337	0.851828470015	shHF1
shHF1_metabat_34	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2198981167	2.5914	2314	0.883049316972	shHF1
shHF1_metabat_35	96.79	0.38	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.0159898247	2.2016	1813	0.906434411337	shHF1
shHF1_metabat_37	90.5	2.41	0.0	39	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.9461522453	3.1459770000000002	3017	0.879919973986	shHF1
shHF1_metabat_38	68.1	0.37	0.0	41	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.0981873666	2.6995869999999997	2308	0.879891627868	shHF1
shHF1_metabat_39	96.79	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.719187371000004	2.061034	1721	0.9327531714659999	shHF1
shHF1_metabat_40	76.56	4.27	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.3403539746	1.7816040000000002	1953	0.8864775786310001	shHF1
shHF1_metabat_42	98.3	0.85	25.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.1405331375	2.411923	2010	0.919895038109	shHF1
shHF1_metabat_43	77.13	0.7	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.6232200934	1.537207	1592	0.8860407219069999	shHF1
shHF1_metabat_44	96.55	0.57	50.0	35	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.31381268729999	2.577418	2113	0.9018719509209999	shHF1
shHF1_metabat_46	97.92	0.4	33.33	41	2	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.4634366642	2.401781	2058	0.899538300953	shHF1
shHF1_metabat_48	86.32	1.37	0.0	40	2	UID2142	k__Bacteria	p__Cyanobacteria	33.1078772063	1.8038330000000002	1890	0.9068090006110001	shHF1
shHF1_metabat_49	95.29	0.75	0.0	27	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0206542831	2.578574	2172	0.9190250114990001	shHF1
shHF1_metabat_51	96.08	0.75	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.039143046899994	2.115916	1869	0.914277315357	shHF1
shHF1_metabat_56	95.12	0.0	0.0	42	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.5069640292	2.546757	2334	0.8481594435590001	shHF1
shHF1_metabat_57	89.27	0.63	0.0	41	0	UID1343	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_2;g__Clostridium_2	unresolved	50.716197971499994	3.818539	3768	0.8735390682140001	shHF1
shHF1_metabat_65	73.3	0.67	0.0	36	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	49.3896599469	2.0928459999999998	2401	0.880396837608	shHF1
shHF1_metabat_68	74.1	2.86	12.5	28	2	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	63.3991704621	2.018278	2177	0.8733811694920001	shHF1
shHF1_metabat_73	58.05	0.16	0.0	39	0	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	27.934554668	1.442357	1545	0.873935509725	shHF1
shHF1_metabat_77	48.04	1.68	0.0	21	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	30.1679513971	0.9726	1120	0.887361710878	shHF1
shHF1_metabat_81	41.55	0.0	0.0	18	0	UID397	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	s__Lactobacillus_gasseri	34.0336118392	0.786642	991	0.873985879218	shHF1
shHF1_metabat_89	20.59	0.55	0.0	25	0	UID286	k__Bacteria;p__Firmicutes;c__Bacilli	c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	36.5612346311	0.584166	715	0.8329002372609999	shHF1
shRTC2_maxbin_002_sub	55.72	0.0	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	45.0196635466	2.358669	2049	0.888724954625	shRTC2
shRTC2_maxbin_003	95.19	1.44	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.6010717508	2.011462	1641	0.85225273955	shRTC2
shRTC2_maxbin_006	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.539462521400004	2.1559009999999996	1968	0.9002519132369999	shRTC2
shRTC2_maxbin_008	98.08	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.2730163786	2.0667310000000003	1736	0.87651126344	shRTC2
shRTC2_maxbin_009	96.04	0.09	100.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.1587061776	2.8716060000000003	2413	0.9033896014980001	shRTC2
shRTC2_maxbin_010	99.49	0.96	50.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.2339531938	1.9295740000000001	1684	0.9175792169670001	shRTC2
shRTC2_maxbin_011	96.4	1.35	0.0	43	0	UID1372	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	35.1272287249	3.6682870000000003	3201	0.859162328357	shRTC2
shRTC2_maxbin_021_sub	35.13	4.34	27.27	24	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	59.1196745033	1.095897	1163	0.8872649528190001	shRTC2
shRTC2_maxbin_048_sub	35.16	3.91	0.0	16	0	UID1228	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_desmolans	56.8438230877	0.900544	1166	0.876772262099	shRTC2
shRTC2_metabat_01	99.46	0.0	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.5464576757	2.46785	2072	0.920833924266	shRTC2
shRTC2_metabat_04	90.8	1.15	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.032888099	3.2661279999999997	3049	0.910446559351	shRTC2
shRTC2_metabat_07	91.94	0.0	0.0	42	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	31.889408880700003	1.1351129999999998	1047	0.8831270543109999	shRTC2
shRTC2_metabat_08	97.14	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.7002777479	2.6074330000000003	2118	0.8903488603540001	shRTC2
shRTC2_metabat_10	96.2	1.11	0.0	42	0	UID1256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	50.0475647683	3.4372870000000004	3221	0.9118002075470001	shRTC2
shRTC2_metabat_11	99.46	6.45	0.0	42	1	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_laneus	44.685617919799995	2.711809	2294	0.911573787092	shRTC2
shRTC2_metabat_13	92.59	0.0	0.0	42	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.656195608400004	3.145717	2558	0.884104005542	shRTC2
shRTC2_metabat_15	96.6	0.0	0.0	42	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.9435121374	2.52576	2192	0.8456116178890001	shRTC2
shRTC2_metabat_16_sub	98.68	0.86	50.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.282062132700005	3.162274	2650	0.898694420534	shRTC2
shRTC2_metabat_17	93.6	0.17	100.0	41	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.56232621310001	3.3450029999999997	3294	0.876342113893	shRTC2
shRTC2_metabat_19	89.32	1.42	0.0	41	0	UID2142	k__Bacteria	p__Cyanobacteria	33.7961882575	1.998145	2022	0.889999474513	shRTC2
