"rab.all"	"rab.win.SH.H"	"rab.win.SH.R"	"rab.sample.C15"	"rab.sample.C27"	"rab.sample.C39"	"rab.sample.C51"	"rab.sample.C63"	"rab.sample.C75"	"rab.sample.C87"	"rab.sample.C4"	"rab.sample.C14"	"rab.sample.C26"	"rab.sample.C38"	"rab.sample.C50"	"rab.sample.C62"	"rab.sample.C74"	"rab.sample.C86"	"rab.sample.C3"	"diff.btw"	"diff.win"	"effect"	"overlap"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"label"
"Lachnospiraceae_UCG.001"	4.31018575307775	3.78542171266216	5.10016146280645	4.56426187931357	3.24749311242597	3.6840358807425	4.31360449908773	2.94163073159169	4.29598041041272	3.14122297253599	3.87667854126649	5.90807427480015	6.02536120701035	5.55172174732088	5.40002240252641	4.58005386982276	4.10113972275981	3.70149768475106	4.8823923314548	-1.32819167033326	1.10569838877547	-1.15784784287862	0.126953392483556	0.00624454190317466	0.0350839126194225	0.0107068278943279	0.0420180449091345	"Significant"
"Lachnospiraceae_UCG.004"	-1.74130885055062	-1.47649286194703	-1.93657995523684	-0.131496109469229	-1.47507784881999	-0.783637938211035	-1.35434681810962	-6.97436585448564	-1.15379190310688	-2.71822441189556	-7.36878818872324	-2.63677974872003	-2.37478158208248	-7.63547738549587	-1.02769639507154	-0.83683808056846	-1.93804256651881	-1.84659022362133	-1.78770018634952	0.240597260765426	2.85935838740078	0.0537352829277282	0.446393779355188	0.765429765689543	0.849917351079075	0.721131993006993	0.815439337513319	"Not significant"
"Lachnospiraceae_UCG.006"	-0.0316035244304596	-0.849217761532974	1.39688271561268	-0.582638503467947	-7.31804830599478	-0.440854476759578	-2.66159063553695	-1.11481656255639	-0.475151643492017	-0.212107217501837	-1.61960272145096	3.22755320502863	1.26996580450733	2.13152594328607	1.35522229578029	1.28425648837747	0.00979031411635756	0.654994629649805	1.84116072673372	-2.52315330408434	1.81091071359413	-1.41729594597513	0.01169924703628	0.0119603507757226	0.0449056793358584	0.000325369075369075	0.00751281126281126	"Significant"
"Lachnospiraceae_UCG.010"	-1.97738619193958	-2.80789752879315	-1.12561020733189	-2.94339873794298	-2.74346736909737	-1.84826054965519	-3.01081707358616	-2.11251640817515	-2.44260795332438	-7.45094837214482	-6.8069472067607	-0.82909854673789	-0.880424968920805	0.227473230721225	-1.80122851676594	-2.53655374642903	-0.898324845170199	-1.3395048884736	-1.2314697040374	-1.85163757396868	1.79479621511379	-0.998424125974598	0.0917972641136049	0.0295591244059549	0.0849946834477372	0.00709741647241647	0.029739970501467	"Significant"
"Lactobacillus"	3.47509778567199	4.07588175936507	2.73467919895275	4.43015917448922	2.87087769299959	4.90747545804271	4.08891052024063	5.32271576003977	2.22360459722043	3.93613517450707	4.0081597148165	2.19771394799126	1.84414931199783	3.04780205792323	2.733926589886	2.39091861004914	4.22944348744425	2.73443466729445	3.86751537665701	1.22247795573443	1.38343036216893	0.791028582772414	0.204678506189105	0.0386207687859181	0.106697188602849	0.0588056041181041	0.133074395649584	"Not significant"
"Marvinbryantia"	-2.37263144785206	-6.27983613528447	-0.928612614016735	-8.07891617372183	-6.85752212039774	-6.55988951276215	-7.64075737847126	-6.82655130967521	-3.05204845942535	-8.43034788039465	-0.340315360215556	-0.0349584886048593	-1.03305863128564	-2.99384974246521	-1.58492624248514	-1.72291059553744	-0.557214685143888	-0.397200041821157	-0.694049931701667	-5.21384831883708	3.41253422938989	-1.24612297989895	0.113060734311973	0.00646032751618696	0.035030479392694	0.00662757381507382	0.0323306572324296	"Significant"
"Mollicutes_RF39"	4.35683484941254	4.38362755789236	4.24760702936808	3.2639724920033	4.87237141363807	3.92804010485734	4.39773184461815	4.35237656065279	3.70546965541543	4.8190076343765	6.05246381302002	3.87114242794428	2.66232168314831	5.05143527813655	3.76417248304986	4.59572896933908	4.54293962295821	4.96904582396513	3.51019496301255	0.199292544627478	1.21114833577239	0.175506933856533	0.429687522802641	0.501146993899374	0.649342414556276	0.716948329448329	0.816007716527459	"Not significant"
"Muribaculaceae"	10.2665382589052	9.66398322069276	10.4924098916378	9.3325817480666	9.60407260806303	10.6144806188664	9.02156461725412	11.0202255902483	8.3514620051318	9.74201752377335	9.98330111017076	10.4746521315628	10.2188989695347	10.3962922819908	10.3958913309656	9.32667853368251	11.2942378126454	11.1627064985575	10.6410687023984	-0.850441682251687	1.10141680165196	-0.737979380346557	0.224609500666088	0.060975629657873	0.141871984761285	0.0823013791763792	0.171375857643541	"Not significant"
"Muribaculum"	5.54462210406701	5.09168641088693	5.83627810209863	4.44140916984147	5.59365395364556	5.14823056696905	4.63448359492019	5.67760448356737	3.20108312793472	5.45522413408612	5.04728231705582	5.77467010299804	5.62566358947812	5.82062923659546	5.62077234644035	4.47557539036304	6.87340518179947	6.69508768585729	6.03032762590148	-0.935565129001422	1.09624300626806	-0.790809060851331	0.150390842449696	0.0294907322858989	0.0887288624671101	0.0237410159285159	0.0694334831585735	"Significant"
"Odoribacter"	5.78519353490084	5.75897193697274	5.80099323288132	4.88390568208557	5.74490521689487	5.8188817895367	5.44678363548139	5.94346681014536	4.89637132561604	7.56753018464413	6.55769581593125	5.65430644522066	6.11775047329588	5.22989829450492	5.49771506448349	6.11044386205508	5.99004072351008	5.66612999718459	5.85540516713372	-0.0513494304916318	0.862790183573742	-0.0451079953064973	0.471734901766446	0.790603869106994	0.870059208332022	0.809253593628594	0.874415932362594	"Not significant"
"Olsenella"	-6.08450269922639	-5.67556727654493	-6.4938941554119	-7.61901974952245	-6.70638006302486	-2.81050790726339	-7.75955845771534	-2.61541882366071	-8.46338223931466	-3.99169690366992	-6.51375954663895	-2.27323079833194	-6.85068513910784	-7.7754622254525	-2.1488956794076	-8.20801972361118	-7.60929846305128	-7.0477421419038	-7.22326254360883	0.521346301271224	5.08045328779176	0.0851086177467444	0.464843761231382	0.623342374365742	0.727789039975883	0.704250437062937	0.791421984108434	"Not significant"
"Oscillibacter"	3.8352551409943	3.4303349628284	4.35927545255706	2.42229831154362	3.11447149158451	3.08210049265179	3.82484227450574	3.7568499127777	4.01298415749886	3.76394310376453	2.96310669485777	4.24489393052364	4.76346202093193	3.98989815133025	4.86999302298366	4.44203784312809	3.35994142967432	3.40786381693126	4.78548625363527	-0.843025286805322	0.87771405175434	-1.0011039202985	0.146484599709521	0.0138900776897953	0.0553264103690864	0.0199227855477855	0.0624692164148839	"Significant"
"Parabacteroides"	3.17498681422678	5.49574865719339	2.38463198344196	2.85017898278946	5.97297307126732	5.27770060227565	6.90656247382307	5.72905826886836	3.35365719957611	2.79603840870213	6.17946366684075	3.25162009448362	1.78194783635034	1.92517375797061	5.15658864163852	2.21063722371033	2.56743953253057	3.09427837787801	-0.066912160480074	2.71333862722097	2.5633208421853	1.05231586816843	0.118908670014992	0.00912862128532806	0.0442280598897812	0.0102879759129759	0.0416137877158805	"Significant"
"Parasutterella"	5.35352142388443	5.43799287275555	5.28571108524106	5.50731907072881	5.65425294441017	6.20999138415945	5.1550017274443	6.93811854859541	3.61160508021369	5.04142615211677	5.38886676786777	5.32044915361174	4.93021428031236	5.39588329128343	5.12023188780075	4.07488485864615	6.49506922232038	6.04331506448725	5.26266406716114	0.159805910517796	1.22586502251606	0.126556225473535	0.428849925529639	0.809692004828718	0.882288068436938	0.717894085081585	0.808089826356695	"Not significant"
"Peptococcaceae"	1.91864322802367	1.29703098676618	2.66840503590488	1.02467674317441	2.10250035430279	1.50126814867094	1.66449601206483	0.373712406987199	1.34058938299786	1.28933142641393	0.827796530830144	2.66002299497069	3.05323374969709	2.69166704275023	3.37862795283985	2.19769647922225	2.38698699307469	1.57625154391726	2.85782917358963	-1.3370528144622	0.803340748134723	-1.53256735913726	0.0409365980850238	0.000597099591100632	0.00988805365307024	0.00133789821289821	0.0134841082558071	"Significant"
"Phocea"	-6.05891076212732	-6.41858858299241	-5.6996513981301	-1.19101120731054	-6.80757924852239	-7.21786657523691	-7.56542440188797	-7.08443103254205	-8.99147926879044	-0.911104284809062	-7.03305620415749	-7.17500467423494	-0.309402375716108	0.378208933266485	-7.54494792212562	-8.21425196334256	-6.96155238916091	-6.481201336943	-1.23417274989064	-0.871270894740242	6.34910208927878	-0.133703143947942	0.413255388944119	0.55799069667902	0.675465255693546	0.567111013986014	0.674711104019896	"Not significant"
"Prevotellaceae_UCG.001"	5.39503311554606	6.09727420884471	5.12939443348278	3.89834319892546	6.34372815409101	5.8368551789264	6.88595935990202	6.5499361306642	3.20182055064657	5.06136226840961	7.4209244558456	4.56206817615175	4.85025463947422	4.46079985919476	5.3168934194516	5.46030412531768	5.99919588782518	6.47499248958178	4.97803323152907	0.649390318992796	1.51446896000936	0.373521108203212	0.363281296973788	0.532521991730697	0.677169317821064	0.406404186091686	0.562381276739845	"Not significant"
"Pseudoflavonifractor"	-6.47056201739927	-7.58749664524832	-4.98287660722179	-7.8550531397416	-6.9879889485242	-7.04738417651873	-7.63127421569861	-6.53886652354334	-9.26791221820787	-8.0029465563025	-7.42579688998742	-7.40381379368057	-3.5011098093562	-4.45510653054758	-7.55016997003654	-3.81328831902035	-7.09126870741288	-7.42541072424314	-3.22947993319027	-2.38452691551667	3.9330330887132	-0.517623155480222	0.272904574031049	0.278116733430318	0.371547550039257	0.219360674048174	0.316803865577025	"Not significant"
"Rhodospirillales"	2.62466387102368	3.73545397533398	1.13275308831847	1.83450538731379	6.22372503674795	3.56912221190158	3.94373389849023	5.18658380945413	1.69534880864899	3.13276499457487	5.91786218642568	0.733122326818204	-0.819923249534371	0.36512377718041	0.145295266362154	3.16272320258255	2.38064260998539	2.82897972818386	1.39722253725048	2.75516129553765	2.32675032692223	1.10155390092809	0.113281555960186	0.00534378794827428	0.0330916073380763	0.007126554001554	0.0344199532899304	"Significant"
"Rikenellaceae_RC9_gut_group"	0.124131726190922	0.414341024863913	-0.252264335695274	-0.708277773244022	1.88309101602343	0.191419908526222	-1.02268402159832	0.744046594893646	-0.966670485676295	1.03901557649079	1.83127400083639	-0.753381191084744	2.21202097600344	-1.03681378084453	-7.5514543589184	0.0778209758371213	0.670563713809433	2.28856002903099	-1.43503882847824	0.487800732159609	2.52595804302294	0.143182430311752	0.426900608448015	0.408234083375263	0.565961979955799	0.669433517871018	0.782066597986085	"Not significant"
"Romboutsia"	0.696879711852168	1.80828850978036	0.108735720315662	2.77071285021999	2.48359831333359	1.44282576666778	2.51060196299961	1.8593804817352	0.693201369304624	-1.19907589681821	1.74433509816621	-7.46869667330301	-7.17902920775724	0.158669872660767	0.514414635505306	-0.959978991462634	0.8422965949206	0.0827144409659466	0.680851504093526	1.97810117829476	2.60969661304635	0.74495953271254	0.116959357923126	0.0498017384836105	0.124895330723427	0.00834911616161616	0.0371412783389784	"Significant"
"Roseburia"	4.80597219772564	4.40510849835257	5.13063182816282	5.58429937010247	4.74766730868196	1.28460226338628	5.02588649769424	1.35435650640299	5.22610839905722	3.09607334559453	3.99620164784763	4.43440706163614	4.41196910023791	5.69646769024254	4.90348580535272	5.91689948846844	5.30405237328825	4.29409738598386	6.14255555609623	-0.983057422012875	1.68962371106876	-0.543623530506201	0.261208674954343	0.0711323124099568	0.158135606521365	0.121644327894328	0.227489683365129	"Not significant"
"Ruminiclostridium"	3.70783033080221	2.83756965965835	4.54457134127769	3.17764833404723	2.33709785055144	2.72098652648437	4.00876218144642	2.88616524431432	3.72334393355769	2.64284620237913	2.28966711185458	4.46087525733313	5.05378031681817	4.94096327436104	4.25507750866883	5.13719727526594	3.66351250459335	3.25901637285483	4.58952742494382	-1.52178053528883	0.971144606197989	-1.43842631421822	0.060429462762738	0.000884809155492419	0.0120981817547254	0.00229943667443667	0.018659541020601	"Significant"
"Ruminiclostridium_5"	2.22625014756117	1.72658435451582	3.21591858424431	3.19459098818757	1.91334742678391	1.56997176813855	2.01908012719627	0.386519625469242	1.96293022898607	0.780135583025953	1.23771171742129	3.38935789790144	2.4483680800723	3.4258793593231	3.09834095382948	3.79862876094894	2.38496360700251	1.66088621411196	3.97212324882774	-1.471533908494	1.17826733361143	-1.14863677954026	0.120857982285373	0.00607037401810698	0.0346576526077111	0.00842074592074592	0.0368373554116153	"Significant"
"Ruminiclostridium_6"	2.06641504528232	3.3791692754759	1.28698451379647	3.17266170094848	3.57164969280099	3.65184987590545	3.87473807487	3.078480746386	3.18446122189238	4.36314834234849	1.77962094204188	1.73196323180809	1.37040341735321	0.473978854602739	1.1295044665657	1.80181255795721	1.01924690542681	0.0757493191374676	2.20685569596923	2.1343569999108	1.05556800494853	1.99107805723794	0.0292410787740695	0.000100487487674772	0.0047394995641043	0.000744221056721057	0.0102285043368959	"Significant"
"Ruminiclostridium_9"	5.27127332632804	5.11542590175259	5.28500184463617	4.15790100239631	5.66526670708878	5.58202792139151	4.70763434242758	5.66687292647135	4.27529764125826	4.76956853413374	5.40659255004719	5.65071807591118	5.31000954312185	5.2552876643342	5.43110394597769	5.74963816752933	4.67861296752613	4.55341462381498	5.17536035907143	-0.175933945889209	0.818563226632628	-0.230269766416502	0.419921901126253	0.493301744369524	0.630016237248727	0.651516365578865	0.759963404626836	"Not significant"
"Ruminococcaceae"	3.91972002999157	3.85153542880629	3.948141567644	3.46948784973482	4.15039112111889	3.14781890086288	4.38095105813697	3.41117526424609	4.00484715768818	3.56301897749651	4.61933110762905	3.84151989538561	4.04519113339715	4.07777887196905	4.44955336059616	4.08590554517704	3.101184695858	3.46094567076245	3.84986644124206	-0.0474817233769023	0.742393438324425	-0.0590445895208232	0.485380121592454	0.801254743334591	0.87403395210455	0.829931526806527	0.891606228179571	"Not significant"
"Ruminococcaceae_NK4A214_group"	-0.869582048297532	-1.58656938548825	-0.0611694134771792	-1.11955999616183	-2.17550249188216	-6.62065309017167	-2.45664279931609	-2.20940645572963	-1.37461622639712	0.253621685804288	-0.553819801394758	1.03937889214664	0.583083274291482	-0.683500113518225	-0.524493046509395	-1.11700334807912	0.180064486036099	0.733443878974386	-1.47452516441558	-1.55047381702231	1.7450018327714	-0.753806106976017	0.175438774102482	0.0591671282544008	0.136730028884349	0.0355793512043512	0.0907042301523644	"Significant"
"Ruminococcaceae_UCG.002"	-5.42925115409337	-7.00195106212625	-2.538531879321	-7.82134632789254	-6.84046464178782	-6.71670401618554	-7.76261565842865	-6.78121543457387	-8.85791039290883	-1.7220403873712	-7.04683944943508	-7.79245318799531	-1.92362845847139	-1.34575571265244	-1.9010960938966	-1.75446981336643	-2.99754513694792	-6.62838218772813	-7.65901597453486	-3.45093419434621	4.98567907137003	-0.624771538550088	0.253906353240818	0.164527177963974	0.261699635737142	0.157863490675991	0.261258796869325	"Not significant"
"Ruminococcaceae_UCG.003"	1.64472334492932	1.35449237341327	2.06627943821961	1.89354463752425	-0.447643850700361	1.78608367335648	1.38912317801064	1.45234904250512	0.704140202561867	1.51088307292915	0.448323548144164	2.18082806865689	2.75193166657608	3.69358146470054	2.14850532551934	2.09917610649612	-0.298725552491534	0.412257095939301	1.73790285215033	-0.7927208942	1.58326334322173	-0.478882257544986	0.26315799142894	0.208243900578643	0.336993686531731	0.126766462703963	0.234045258241569	"Not significant"
"Ruminococcaceae_UCG.005"	1.63078711841448	1.55696917548893	1.67056827915451	-0.0541830795507217	3.08112616987542	1.8107916204154	2.94331025275089	1.95354464054727	1.28551496083514	0.371565011696539	1.26142950042729	1.61708778710055	2.04836491437524	1.13990363577593	2.54173460368565	2.04612206055415	0.631748011502521	1.63426618987026	1.50174260706949	-0.113345197791907	1.31841651914161	-0.0683453752931823	0.471734901766446	0.834867319448873	0.900495051533213	0.835711684149184	0.893556091400858	"Not significant"
"Ruminococcaceae_UCG.009"	1.80313753701541	1.28333096328532	2.45751042496382	2.16845630801006	2.06472745698531	-0.000352216311839015	1.54214054530368	0.515939926161751	1.53485921859212	1.05680487443928	0.46243868017237	2.70343692470438	3.22952831862078	2.40233230800341	3.27994894418918	1.95351373915683	1.0406463454339	1.62193517739901	2.53876440125618	-1.18391510161197	1.21000642282156	-0.982917032032049	0.158203328967884	0.0132239876455407	0.0533933759135907	0.018102904040404	0.0589953091129878	"Significant"
"Ruminococcaceae_UCG.010"	-0.508879333955485	0.931643431001794	-1.52006346404561	-2.05456461876555	1.47969022606716	1.17403097991091	-0.255920590161826	1.85431407776784	-2.59195443189106	2.23903017782419	0.643497661953419	-0.664128222145826	-7.1634901696052	-1.54670814027431	-0.118299459148068	-1.93270608298763	0.194218239722256	-1.55855449929647	-3.27188162775932	2.09255069497197	2.65726485411777	0.731036465909575	0.198830559023731	0.0608496261667524	0.141217822111018	0.0545818764568764	0.127999588699268	"Not significant"
"Ruminococcaceae_UCG.013"	-0.0780266988533826	0.252848179179288	-0.832751643924558	0.348035471702571	1.12903728386849	1.33660169268244	-1.10671156304863	-0.0795633575120487	0.0938648236482198	-1.32885051412913	0.720155662476921	0.347609455435477	-4.58483097169005	-1.85108975618161	-1.91200778784056	-0.0417731779655321	1.41032574391444	-1.61421100018051	-0.404033739543292	0.965987050935625	2.01636805667847	0.461047532928091	0.274853890594865	0.139713519830687	0.251389726374844	0.169108148795649	0.28862683852653	"Not significant"
"Ruminococcaceae_UCG.014"	6.37748070173282	6.58913864577818	6.2763332706176	5.79701524159922	6.50572416000241	6.89141016994096	6.68728724714338	7.4567642963769	5.08356725657741	6.00559682879396	7.78242637759719	6.32144102201447	4.75579749443462	7.05265720528679	5.64896368104757	6.92223312779677	6.32239291096815	6.39357552743762	5.29397887873352	0.395621498385403	1.26076189212714	0.295629147591745	0.358674512574418	0.33835205000087	0.493595207039298	0.400892336829837	0.554499138030512	"Not significant"
"Ruminococcus_1"	2.00758045791162	2.52563475381453	-0.220004118331206	2.27138443880544	0.305891458258165	3.26917465426458	2.61449013993074	4.69149908289729	1.77849799649997	2.42352164703924	5.51962952798265	1.22791177480761	-0.335584731596319	-0.142086535978562	-7.73315204344016	3.88416374722906	-2.11579545713016	2.95557310094149	-1.29188388431417	2.8556918351054	3.46205090093429	0.704895958909408	0.202729190431447	0.0454178093787743	0.118130257436654	0.0412077505827506	0.107349392235257	"Not significant"
"Shuttleworthia"	-6.43231133491185	-6.66800811012429	-6.15534213221911	-8.07898737980926	-7.34785822036994	-6.87028927255233	-7.30561729470459	-6.4922184373562	-1.77457205565456	-7.5032112384357	-7.02754911880597	-0.748123819551759	0.164496610933752	-8.13597666397382	-7.64615885558324	-7.40372486494698	-6.42061979861796	-6.40547390186736	-7.16811664329348	-0.890379940537128	6.01877345649126	-0.150286126444025	0.428849925529639	0.533026556186517	0.646275060652052	0.569096008158508	0.670628834536346	"Not significant"
"Turicibacter"	1.61044957543732	4.98222378475951	-3.91166532171394	5.28115900543706	5.41493689958694	4.65458392864547	4.9563288223664	5.0945490023492	4.03423568929037	4.56792158358793	5.11035825975097	-7.87425017727643	-2.07329517921382	-2.87823013171324	-1.38876770141785	-8.51557126429219	-7.11308034122301	-2.4961963001575	-7.62294772331084	8.87565676522654	3.31011322872592	3.10156618280256	0.000137056276785441	0.000258058381763597	0.00595031369837003	0.000155400155400155	0.0066956191956192	"Significant"
"Tyzzerella"	-1.71507204489298	-2.31973966224291	-1.47112311208756	-0.399566453618982	-1.33875652784184	-1.58781016679082	-0.773516937988328	-6.76462501874789	-2.88074999195627	-4.39120645499219	-7.08968452703874	-0.778193036358892	-0.990830256157665	-1.37977769917795	0.0344186529884807	-2.74696786372004	-1.71507204489298	-6.5811158613136	-1.77694859664023	-0.868251682681699	3.25481050439532	-0.204542271877703	0.373046918138304	0.422745232993168	0.555673427582191	0.467727758352758	0.606936757237585	"Not significant"
"Tyzzerella_3"	-0.322130065699942	0.111073737450932	-2.29059713859842	-0.168066284288397	1.08684157291962	-0.460548689444837	0.88120352298464	-6.69948025060347	0.823695073353287	-0.503926799938587	0.382533401582832	-0.293497654155995	0.419810353829133	-7.79714917462564	-7.28660602281109	0.300243716470172	-7.10075427691534	-7.06658700452332	-0.802936874693288	1.69562617129121	5.66338191844242	0.447898306057166	0.257310042053938	0.130734784470747	0.235524612149806	0.0998033216783217	0.194138043343079	"Not significant"
"UBA1819"	3.09070270705089	2.65189389617982	3.97713671580559	2.57704105192538	1.27922324706392	3.25281832670816	2.67376968701903	2.97979849369268	2.6732102129441	2.69699332122685	0.916658555829668	4.26694531523626	3.63900097294308	4.67155446457504	3.21958018562637	3.6745808149607	2.91167156324691	4.33169831714829	4.76322773432826	-1.51400082859757	1.16965279812096	-1.32425295603799	0.0487337140278052	0.00165387212939263	0.0169268369181236	0.00164991258741259	0.0142427195098195	"Significant"
"UC5.1.2E3"	-4.47620744566485	-6.23662774650214	-1.4692539256799	-8.05825191245947	-6.69178782303124	-7.10207811806218	-7.46163505802883	-7.00584453715061	-4.97198629040763	-2.7511659305056	-6.99798827642016	-7.75868810063802	0.58833225404357	-0.171521933109937	0.179197719718795	-1.50974793605003	-7.71489400702414	-1.76226833804451	-1.765681052824	-4.47840146871888	4.70062621746259	-0.864176378881473	0.169922060979423	0.0674194753220268	0.131507727802661	0.0341406857031857	0.0878030539382468	"Significant"
